paper id,year,paper type,paper title,author number,abstract,session title,sub unit
2014-0000,2014,Paper Session,Against Policy Failure: Designing a Media System That Enables “The Good Life”,1,"Any conception of the “good life” would likely include a media system founded on normative values like openness, diversity, and information rich. Enabling freedom of speech and other essential liberties, this system would need to be accessible and affordable to all members of society. However, commercialized media systems often run counter to these ideals. American digital communication systems have become dominated by oligopolies driven by a corporate libertarian logic—one that conflated individual freedoms with corporate privilege—that does not accommodate public interest principles in line with “good life” ideals.","Extended Session: Communication Law, Policy, and the ""Good Life""",Communication Law & Policy
2014-0001,2014,Paper Session,Access to Knowledge and Cultivating the Good Life,1,"The Access to Knowledge [A2K] movement encompasses a broad theoretical, political and activist landscape that is concerned with the use of information and creative works outside the realm of intellectual property [IP]. A core principle of A2K is that the expansion of IP law is often anti-democratic, restrictive and an outright threat to cultural participation and creative practice. Restricting sharing, openness and access to information can prove a direct threat to “the good life” as imagined in an information society. In this position paper, I provide an overview of the problem of emerging IP enforcement regimes and explain how A2K approaches to information policy can cultivate social well-being.","Extended Session: Communication Law, Policy, and the ""Good Life""",Communication Law & Policy
2014-0002,2014,Paper Session,Digital Human Capital: A Policy Framework for Transitioning From Digital Exclusion to a “Good Life”,3,"***This proposal is for the Communication Policy & Law extended session on ""The Good Life"" conference theme***

This position paper argues for policymakers to implement a Digital Human Capital framework for designing ICT programs. This approach would help move marginalized community members into mainstream society through computer literacy initiatives that also address social exclusion. It has the potential to shift digitally excluded residents from a life on the periphery to, ideally, a “good life” with professional and educational opportunities.","Extended Session: Communication Law, Policy, and the ""Good Life""",Communication Law & Policy
2014-0003,2014,Paper Session,The Goods Life: Local Journalism From Public Good to Merit Good,1,"This position paper contributes to the discussion of how to ensure the sustainability of journalism by arguing for a rhetorical and semantic shift away from labeling journalism as a “public good” to thinking about it as a “merit good” (Musgrave, 1959). While public goods suggest regulatory intervention only to the point that “respect[s] the wishes of consumers,” merit goods suggest regulatory intervention regardless of consumption habits (Eecke, 1998, p.5). That is to say that merit goods are deemed so socially valuable that they should be provided regardless of consumer behavior. Positioning journalism as a merit good, rather than a public good lends political economic leverage for increased regulatory and legislative support for journalism, and may revive efforts to ensure the sustainability of journalism, particularly at the local level.","Extended Session: Communication Law, Policy, and the ""Good Life""",Communication Law & Policy
2014-0004,2014,Paper Session,The Right to Communicate as a Foundation for the Good Life,1,"This position paper argues that communication is a basic human right, and therefore a fundamental aspect of the good life. Accordingly, the right to communicate should be formally codified in international human rights law. Human rights are international norms that protect each human being from an array of abuses and seek to identify basic needs necessary to lead a minimally good life. Human rights are a “realistic utopia” in that they institutionalize the utopian ideal of a just society in the laws of modern constitutional democracies (Habermas, 2010). These rights exist as ideal statements that may be embodied in laws and regulations at local, national, or international levels. The Universal Declaration of Human Rights (United Nations, 1948) and other treaties serve as standards which identify norms to be embodied. In this regard, communication laws and policies can help to structure the good life within communities.","Extended Session: Communication Law, Policy, and the ""Good Life""",Communication Law & Policy
2014-0005,2014,Paper Session,Freedom of Information Laws and the Promise of “the Good Life”,1,"This paper discusses the contribution of freedom of information legislation for ""the good life"" as a tool that empowers citizen participation and makes governments more transparent.It focuses on the challenges of FOI legislation implementation in new democracies emphasizing structural barriers. It also identifies ways in which scholarship can help overcome those challenges.","Extended Session: Communication Law, Policy, and the ""Good Life""",Communication Law & Policy
2014-0006,2014,Paper Session,Good Life and Regulating Hate Speech Online,1,"The ICA 2014 conference them, “the good life”, can be read as a normative claim that suggests laws, regulations, and policy directions in the communication field ought to be consistent with and contributory to the goal of attaining well-being for individuals and communities. This position paper, thus, asks if tolerating hate speech in the online communication environment can be justified in the light of the good life; and what challenges and considerations ought to be discussed among communication and legal scholars.","Extended Session: Communication Law, Policy, and the ""Good Life""",Communication Law & Policy
2014-0007,2014,Paper Session,Position Paper: Revenge Porn: Criminalizing the Posting of Provocative Pictures When Breakups Go Bad,1,"Position Paper:

Position Paper – Communication Law & Policy and “the good life”
Revenge Porn: Criminalizing the Posting of Provocative Pictures When Breakups Go Bad

It has been dubbed “involuntary porn.” A couple breaks up and one of the parties posts once-intimate nude photos of the other all over the internet – sometimes including identifying information such as the subject’s name and address.
Hurtful and humiliating, yes. But should such cruel conduct be criminalized? That’s the law on the books now in California and New Jersey, while other jurisdictions consider outlawing “revenge porn” in the digital age.","Extended Session: Communication Law, Policy, and the ""Good Life""",Communication Law & Policy
2014-0008,2014,Paper Session,The Good Life: Privacy is Freedom,1,New legislation has the ability to provide individuals with the opportunity to control who collects and maintains their information. In this way the laws offer people the ability to again be free when using the Internet.,"Extended Session: Communication Law, Policy, and the ""Good Life""",Communication Law & Policy
2014-0009,2014,Paper Session,Contexts of Digital Surveillance and Trust: Ethical Action and the Good Life,1,"Ethical and legal charges about digital invasions of privacy usually surface in response to some apparent surveillance. Nissenbaum (2010) claims that privacy can be understood within a structure of “contextual integrity” in which streams of personal data, originating in different social contexts, are handled by entrenched socio-legal conventions. These conventions may be violated by the monitoring practices associated with information technologies; thus contextual integrity is broken. Privacy violations, then, are judged in accordance with the goals and values of a specific context. This research proposes a contextual reading of surveillance as it pertains to Nissenbaum’s contexts of privacy and the notion of contextual integrity and ethics. Specifically, it examines principles of “the good life” in terms of ethical responsibilities in legal remedies for privacy violations. In what contexts do we expect surveillance? How do “caring” forms of surveillance modify our perceptions of privacy rights? What technological routines support surveillance? What are the implications for human dignity and respect? How have current legal regimes surrounding privacy neglected basic notions of humanity that contribute to “the good life”? Using a critical theoretical perspective, this paper seeks to understand what surveillance contexts mean for individuals in terms of values, the law, and morality.","Extended Session: Communication Law, Policy, and the ""Good Life""",Communication Law & Policy
