paper id,year,paper type,paper title,author number,abstract,session title,sub unit
2015-0000,2015,Paper Session,A Prophet Not in His (or Her) Own Land: The Effect of Distance Traversed on Social Influence,3,"Although research has found that the greater the distance between individuals, the less they are attracted to each other, persuaded by the distant other, or form friendships, the current research proposes the prophet not in his (or her) own land hypothesis. It looks at a potential positive side of distance: That being from afar may result in a person being perceived as having more honor, which translates to greater credibility as compared to a person who is local. Therefore, we test whether someone who is from far away is more persuasive than someone who is local. A structural equation model (N = 269) was used to test this general hypothesis, which found that distance has indirect effects that support our hypothesis. Distance affected perceptions of honor (praise to the agent and the expected attractiveness of the agent), which, in turn, caused belief change. Limitations and possible future research are discussed.","Social Cognition, Comparison, and Influence",Information Systems
2015-0001,2015,Paper Session,A Laboratory Investigation on Predictors and Consequences of Experiencing Social Closeness During the Usage of Social Networking Sites,2,"In the last decade, scholarship provided a series of insights on how and why using social networking sites (SNS) can be socially and psychologically beneficial for individuals. The present research extends this evidence by focusing on the concept of social closeness as a feeling people experience in the situation they use SNS. In a laboratory setting (N = 60), participants logged in on Facebook, spent ten minutes on the platform and reported their experiences during this session. Analyses of participants’ usage behavior and the experiences revealed that the more time users spent on interacting with other users (e.g., by commenting on updates), the closer they felt to other people. Interacting with others also predicted user’s well-being after Facebook usage, this effect was mediated by the perception of social closeness. This study is one of the first employing momentary measures, offering a further theoretical link between active SNS use and well-being.","Social Cognition, Comparison, and Influence",Information Systems
2015-0002,2015,Paper Session,Blending In or Standing Out? Investigating the Impact of Selfies and Social Comparison and Individuals’ Self-Concept,5,"The selfie concept, which refers to ‘digital self-portraits,’ has become particularly popular among teenagers and celebrities across the world (Block, 2014, Wortham, 2013). The increasing use of selfies, however, has raised various concerns such as whether social media has exacerbated narcissistic tendencies among young adults (Chamorro-Premuzic, 2014). The preponderance of these posts begs the question of how such activities and shared information is connected to one’s tendency to socially compare and ultimately influence one’s conception of the self. In this study, using a popular photo sharing platform, Instagram, we investigate the ‘selfie’ concept within the context of social comparison, narcissism, and physical attractiveness. We incorporate a mediator-moderator approach to measure the predictive power of different types of selfies on an individual’s satisfaction with his/her own personal image. Results of this research will provide insights into mediator - moderator relationships on social psychological research addressing digital media usage.","Social Cognition, Comparison, and Influence",Information Systems
2015-0003,2015,Paper Session,Parasocial Relationships as Meaningful Relationships: An Exploratory Study of PSRs’ Relationship With Companionship and Emotional Support,1,"Countless studies have examined the purely hedonic, pleasurable experiences and benefits entertainment viewing can elicit. However, more recent theorizing in entertainment effects has shifted to explore a “two-factor” model of entertainment (Vorderer, 2011) in which mixed affect and more complex experiences such as feeling elevated, inspired, touched, and feelings of poignancy that focus more on intellectual and moral virtues and connecting to the human experience are integral parts of an entertainment experience. Rieger, Reineck, Frischlich & Bente (2014) recently found that such entertainment fare can influence one’s overall well-being, creating a form of media-induced recovery from life stresses (see also Reinceck, 2009; Rieger, Reinecke, Kneer, Frischlich, & Bente, 2013). The present study explores the beneficial effects parasocial relationships may have on one’s well-being. More specifically, this suggests one’s motivation to seek out entertainment is related to strength of parasocial interactions which may lead to either companionship or emotional support.","Social Cognition, Comparison, and Influence",Information Systems
2015-0004,2015,Paper Session,Romantic Jealousy 2.0: Facebook Jealousy as a Three-Component Conceptualization,2,"Facebook jealousy is traditionally conceptualized and measured as a unidimensional construct. This study examined the multidimensional nature of Facebook jealousy by testing a three-component conceptualization of Facebook jealousy and analyzing how Facebook use (i.e., time and intensity) are associated with these three constructs. Results from a survey of 351 emerging adults from Belgium supported the presence of cognitive, emotional, and behavioral Facebook jealousy as distinct constructs. Further analysis tested mediation models of Facebook intensity and time with the Facebook jealousy dimensions. Facebook intensity was positively associated with behavioral Facebook jealousy both directly and indirectly through emotional Facebook jealousy. Cognitive Facebook jealousy was not a significant mediator of Facebook intensity and behavioral Facebook jealousy. No significant mediation or direct paths emerged for Facebook time and behavioral Facebook jealousy. Overall, these findings highlight the complex nature of Facebook jealousy and the roles of Facebook intensity and time spent on Facebook.","Social Cognition, Comparison, and Influence",Information Systems
2015-0005,2015,Paper Session,The Role of Source Identification and Credibility in the Social Media Impact Hypothesis,4,"A 2 X 2 multi-factorial experiment (N=211) examined the impact of source identification and perceived credibility on the effects of risk messages about a food safety issue conveyed using different contexts (Facebook, online news site) and different story formats (narrative, non-narrative). Drawing on the heuristic systematic model (HSM), the differential impact hypothesis, and narrative persuasion theory, we examined responses to online news stories conveyed on social media and news sites. Social media formats tended to increase perceptions of identification with message sources contributing to greater personal level risk perceptions and perceived effects on self—thus minimizing third person effects. The narrative format also increased the persuasive impact of the messages. The effects of the risk stories, however, was significantly mediated by the perceived credibility of the source--online news and Facebook sites.","Social Cognition, Comparison, and Influence",Information Systems
2015-0006,2015,Paper Session,"Twitter, Twitter on my Screen What Opinion Can be Seen?",1,"The rise of social networking sites (SNS) like Facebook or Twitter creates a forum for discussions and shared space of experiences (Lochrie & Coulton, 2012a). Independent of the enduring and lasting changes in the media landscape, TV shows create a desire for recipients to be part of the group experiences (Lochrie & Coulton, 2012c). While in the beginnings of TV consumption, the joint reception was restricted to the people present in one room, the development of social media enables communication and interaction via SNS or microblogging platforms between physically separated persons while watching TV. This leads to a new form of mass participation (Lochrie & Couton, 2012b). This study will seek to close a research gap to a certain extent by examining the climate of opinion in tweets while watching TV. Furthermore, it was of interest for analyzing data if an algorithm enables an automatical and faster classification of valence.","Social Cognition, Comparison, and Influence",Information Systems
2015-0007,2015,Paper Session,Zero Likes: Virtual Thumbs Down for Belongingness and Self-Esteem,3,"On Facebook, status-updates including pictures, videos, or links can be liked by friends and acquaintances. The presented research investigates the influence of those likes for a status-update on feelings of belongingness and self-esteem and assumes that the absence of likes to status-update poses a need threat to the user. The predictions were tested in a 3 (number of likes zero/two/thirty) x 2 (relationship friends/acquaintance) between-subjects online-experiment (N = 805). Receiving no likes on a status-update had meaningful impact on the participant’s self-esteem and feeling of belongingness. The presented study concentrates on the meaning of not receiving likes on Facebook as temporal need-threat. The experimental manipulation showed that likes are a currency for self-esteem and belonging. It offers distinct data on phenomena like partial ostracism, showing that few likes boost self-esteem and belongingness lesser than many likes.","Social Cognition, Comparison, and Influence",Information Systems
2015-0008,2015,Paper Session,"Claim and Value: Sixty Years of Rhetorical, Critical, and Empirical Research",2,"This study examines the implicit and explicit values that have guided rhetorical, critical and empirical research over the decades from 1951 to 2013. Based on an archive of 9,427 journal articles from the leading association-based journals in communication, the study used qualitative data techniques to extract value statements based on 22 value terms. Central and peripheral values were identified and their trajectories and changes over nine, seven-year time periods were analyzed.",Communication History Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session I
2015-0009,2015,Paper Session,Jimmy Carter and the Emerging National “Malaise”: Letters to the Editor in America’s Political System,2,"On February 23, 1976, one day prior to the New Hampshire primary, Washington Post editor Philip L. Geyelin published Lothar H. Wedekind’s letter. Wedekind of Annandale, Va., praised Washington Post ombudsman Charles B. Seib’s column, “Missing the Election Story,” and further critiqued a presidential “horserace handicapped by the media.” Wedekind’s letter is reminiscent of hundreds published at the nation’s leading newspapers for its acknowledgement of the national malaise surrounding the first post-Watergate presidential election and its critique of the era’s political system. Taking a cue from historians James Carey and Raymond Williams, this study of a census of more than 625 letters to the editor published in the nation’s top six circulation-leading newspapers seeks to understand the material trace of America’s “structure of feeling” surrounding presidential politics, in general, and the candidacy of Jimmy Carter, more specifically, during the first post-Watergate presidential election.",Communication History Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session I
2015-0010,2015,Paper Session,"Starting a Family: Brand Journalism and Ford Times, 1908-1917",1,"This article closely examines an early example of brand journalism by telling the “birth story” of Ford Times, a company magazine created by the Ford Motor Company from 1908 to 1917 for dealers and consumers. This study describes why the publication emerged in 1908 amid an era of reform and improvement, examines content found in the magazine’s first issues, and discusses how the magazine circulated narratives about the ‘corporate family’ among dealers and then consumers. The magazine detailed more than new models for sale; it combined narratives about automobile use, food, farming, rural life, nationhood, and family with the Ford brand in order to build a reader community, interest in travel, and inspire loyalty to a brand that secured the automobile’s place in American culture and shaped Ford’s corporate communication for most of the twentieth century.",Communication History Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session I
2015-0011,2015,Paper Session,"""A Traitor to His Class"": Race and Publisher W.E. ‘Ned’ Chilton III, 1953-1984",1,"This study looks historically at the role of the press in the public sphere, using as a case study the evolution of the views of publisher W.E. “Ned” Chilton III on race issues during his career at The Charleston Gazette, West Virginia’s largest newspaper. Chilton, born into privilege, was as an unquestioning member of the white power structure. However, over time he became extremely vocal on Civil Rights issues, often using The Gazette’s editorial pages and reporting resources to do so. In examining Chilton’s publishing career, this study reveals how a single newspaper publisher became the most vocal and possibly the most effective voice for change in West Virginia during the civil rights movement, illustrating the dynamic role of even a single press outlet in providing access to information for debate in the public sphere.",Communication History Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session I
2015-0012,2015,Paper Session,Marshall Plan Films In/About Turkey (1948-1952): Birth and Development of “Development Discourse” in Turkey,1,"Since its implementation the Marshall Plan (MP) has become a model or rhetorical device for exhorting planned external intervention elsewhere, to do what the MP is alleged to have done so ‘successfully’ for Western Europe after the crisis of World War II. Respectively, MP communication campaign in general, and MP films in particular frequently have been hailed to ‘sell Europeans on’ democracy, shared economic goals and the hope of a new, peaceful Europe built on the ashes of the ruined old one. However, it is impossible to talk any of these two aspects, when it comes to the Turkish case.
Although not involved in WW2, Turkey was one of the countries, which not only benefited from Marshall Aid, but also became the audience/theme of some Marshall Films, such as Yusuf and his Plough (1951), The Village Tractor (1951) and Turkish Harvest (1952). Predominantly illustrating the transformation of the “backward” conditions under which Turkish urban-people live, to a “productive and normalized” social environment thanks to Marshall Aid, these movies, as well provide with valuable insights about the regimes of representation that place Turkey into a certain discourse, namely development. Since then, development discourse has historically been such a dominating one in the country, in economical, political, social and cultural spheres.
In this paper, the images of Turkey as they reflect on the representations Marshall Plan planners and experts utilized as they design and carry out their program is analyzed in detail to show the connection between the creation of visibility in discourse, and the exercise of power. The study of employed communication techniques, namely The Marshall Movies about Turkey, problematizes the birth and development of “development discourse” in Turkey, the mechanisms and institutions that were agents in making of development discourse, and, the kind of subjectivity it fostered on Turkish people.",Communication History Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session I
2015-0013,2015,Paper Session,"The Power of a Protest Icon: How Anger, Solidarity, and Subjugation Converged in “Hands Up, Don’t Shoot” in Ferguson, Missouri",5,"The August 9, 2014 fatal shooting of Michael Brown, an unarmed African American teenager by a Caucasian police officer in Ferguson, Missouri triggered intense public discourse, civil unrest and massive social protests, resonating not only within the African American working-class suburb of St. Louis but both nationally and globally. Our goal with this paper is to contribute to understandings of the construction of race through visual media, both in news coverage and in citizens’ creation and disseminationof images on social networks. In this paper we follow and interpret the contagion of the “Hands Up, Don’t Shoot” protest gesture as its various performances were captured on Internet imagemacros through the lenses of Critical Race Theory and Symbolic Convergency Theory.",Ethnicity and Race in Communication Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session I
2015-0014,2015,Paper Session,"Producing a Crossover Fail: A Case Study of Latin Pop Star ""Nigga""/Flex",1,"This paper highlights a Latin pop star known as “Flex” in the US and as “Nigga” across Latin America. As part of the Latin music industry’s global launch of this artist, Internet fan outreach and viral marketing strategies were devised to divert attention from the “Nigga” moniker by rebranding and repackaging him as “Flex.” Yet, the use of a racially charged moniker and dual marketing strategies worked against his global branding appeal and produced a crossover fail. Through Internet discourse analysis, I examine four social networking fan pages maintained (2007-2008) under each moniker. This case study is particularly compelling, as it analyzes how representations of Blackness and Latinidad are produced in a hegemonic system that depends on uneven access to power. Extending critical work on Latin popular culture, it also interrogates the pressures of race, nation, and commodification on Latin crossover artists producing and globally circulating representations of Blackness and Latinidad.",Ethnicity and Race in Communication Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session I
2015-0015,2015,Paper Session,Testimonies of Race-Based Suffering: Individual Differences in Openness to the Other,1,"The present study employed a variety of existing measures to assess openness to the other in the ecologically valid context of listening to real-life testimonies of race-based suffering. Variation in symbolic threat, as well individual differences in Right Wing Authoritarianism (RWA) and Social Dominance Orientation (SDO), were all investigated for their impact on respondent openness. Among 39 student volunteers it was found that a woman's testimony featuring a high degree of symbolic threat engendered less openness to the other across cognitive and affective measures than less threatening testimony offered by a man. Additionally, participant levels of RWA and SDO explained a significant amount of variance in their openness to the other. This study quantitatively confirms that testimonies of race-based suffering- utterances that have great potential to interrupt master narratives and invite deep learning- are likely to be met with a complex pattern of resistance that must be more fully understood.",Ethnicity and Race in Communication Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session I
2015-0016,2015,Paper Session,The Representations of the Minority Group in the Traditional Print Media of Singapore: A Comparative Content Analysis,5,"Singapore is a multi-racial society, with the Chinese forming the dominant ethnicity group and the Malays forming the largest minority group. Scholars have long used the media to study the identity formation and the society’s perception of the minority group. This paper adopts the content analysis methodology and Clark’s model of four-stage minority media representations to analyze the portrayal of the Malays in Singapore’s The Straits Times print newspaper, followed by a comparison with the dominant Chinese’s media representations for further insights into practical nation building strategies. Results from 970 articles (articles from 1965-2001) show an interesting pattern. Implications for the model are discussed.",Ethnicity and Race in Communication Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session I
2015-0017,2015,Paper Session,"“To Learn the Society of the US, I See those Channels”: Refugees’ Use of Media During Ongoing Resettlement",1,"This project considers how refugees encounter, interpret, and use media as a conduit for acculturation during long-term processes of ongoing resettlement that take place after their arrival in the United States. Drawing on insights provided by seventy-four oral history interviews with refugees from Bhutan, Burma (Myanmar), Iraq and Somalia in the four states that accepted the most refugees in 2012—Texas, California, New York and Pennsylvania—this paper explores the interaction of media, language, and religion and demonstrates the ways that these three phenomena are inextricably linked in refugees’ lives. Moreover, the refugee narrators reveal, in their own word, the role of media in maintaining or negotiating connections between displaced families and friends.",Ethnicity and Race in Communication Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session I
