paper id,paper title,year,author number,author position,author name,author aff
2014-0000,Against Policy Failure: Designing a Media System That Enables “The Good Life”,2014,1,1,Victor W. Pickard,University of Pennsylvania
2014-0001,Access to Knowledge and Cultivating the Good Life,2014,1,1,Lucas Logan,Texas A and M University
2014-0002,Digital Human Capital: A Policy Framework for Transitioning From Digital Exclusion to a “Good Life”,2014,3,1,Gwen Shaffer,"California State U, Long Beach"
2014-0002,Digital Human Capital: A Policy Framework for Transitioning From Digital Exclusion to a “Good Life”,2014,3,2,Todd Wolfson,Rutgers U
2014-0002,Digital Human Capital: A Policy Framework for Transitioning From Digital Exclusion to a “Good Life”,2014,3,3,Amy Bach,U of Texas - El Paso
2014-0003,The Goods Life: Local Journalism From Public Good to Merit Good,2014,1,1,Christopher Ali,University of Virginia
2014-0004,The Right to Communicate as a Foundation for the Good Life,2014,1,1,Jenifer Sunrise Winter,University of Hawaii at Manoa
2014-0005,Freedom of Information Laws and the Promise of “the Good Life”,2014,1,1,Lindita Camaj,University of Houston
2014-0006,Good Life and Regulating Hate Speech Online,2014,1,1,Minjeong Kim,Hankuk U of Foreign Studies
2014-0007,Position Paper: Revenge Porn: Criminalizing the Posting of Provocative Pictures When Breakups Go Bad,2014,1,1,Rebecca Taylor,Siena College
2014-0008,The Good Life: Privacy is Freedom,2014,1,1,Jasmine McNealy,University of Kentucky
2014-0009,Contexts of Digital Surveillance and Trust: Ethical Action and the Good Life,2014,1,1,Jan Fernback,Temple U
2014-0010,Available Resources as an Indicator of Brand Placement Processing,2014,6,1,Moniek Buijzen,Radboud U Nijmegen
2014-0010,Available Resources as an Indicator of Brand Placement Processing,2014,6,2,Esther Rozendaal,Radboud University Nijmegen
2014-0010,Available Resources as an Indicator of Brand Placement Processing,2014,6,3,Martin Tanis,VU U - Amsterdam
2014-0010,Available Resources as an Indicator of Brand Placement Processing,2014,6,4,Ivar Vermeulen,VU University Amsterdam
2014-0010,Available Resources as an Indicator of Brand Placement Processing,2014,6,5,Annie Lang,Indiana U
2014-0010,Available Resources as an Indicator of Brand Placement Processing,2014,6,6,Eva van Reijmersdal,U of Amsterdam
2014-0011,Beyond Time and Frequency: Attending to Attention in Media Multitasking,2014,5,1,Prabu David,Washington State U
2014-0011,Beyond Time and Frequency: Attending to Attention in Media Multitasking,2014,5,2,Jared Scott Brickman,Washington State U
2014-0011,Beyond Time and Frequency: Attending to Attention in Media Multitasking,2014,5,3,David Eduardo Silva,Washington State U
2014-0011,Beyond Time and Frequency: Attending to Attention in Media Multitasking,2014,5,4,Shan Xu,Washington State University
2014-0011,Beyond Time and Frequency: Attending to Attention in Media Multitasking,2014,5,5,Weina Ran,Washington State U
2014-0012,Can Exemplars Trigger a Spiral of Silence?,2014,3,1,Thomas Zerback,LMU München
2014-0012,Can Exemplars Trigger a Spiral of Silence?,2014,3,2,Nayla Fawzi,U of Munich
2014-0012,Can Exemplars Trigger a Spiral of Silence?,2014,3,3,Christina V. Peter,Ludwig-Maximilians-U Munich
2014-0013,Effects of Testimonial and Informational Comments on News Perception,2014,2,1,Manu Bhandari,University of Missouri
2014-0013,Effects of Testimonial and Informational Comments on News Perception,2014,2,2,Justin David Wolfgang,University of Missouri
2014-0014,Engaging Readers: What Makes Readers Actively Seek More Information During Controversial Message Processing,2014,5,1,Jiyoun Kim,University of Wisconsin-Madison
2014-0014,Engaging Readers: What Makes Readers Actively Seek More Information During Controversial Message Processing,2014,5,2,Kristin Runge,U of Wisconsin
2014-0014,Engaging Readers: What Makes Readers Actively Seek More Information During Controversial Message Processing,2014,5,3,Michael Andrew Xenos,U of Wisconsin - Madison
2014-0014,Engaging Readers: What Makes Readers Actively Seek More Information During Controversial Message Processing,2014,5,4,Dominique Brossard,U of Wisconsin - Madison
2014-0014,Engaging Readers: What Makes Readers Actively Seek More Information During Controversial Message Processing,2014,5,5,Dietram A. Scheufele,U of Wisconsin
2014-0015,Exploring Effects of Controlled and Automatic Processes for Cognitive Information Processing on Perceived Interactivity,2014,3,1,Chialing Ho,"University of California, Davis"
2014-0015,Exploring Effects of Controlled and Automatic Processes for Cognitive Information Processing on Perceived Interactivity,2014,3,2,Narine S. Yegiyan,U of California - Davis
2014-0015,Exploring Effects of Controlled and Automatic Processes for Cognitive Information Processing on Perceived Interactivity,2014,3,3,Richard Chan,"University of California, Davis"
2014-0016,Information-Seeking as a Precaution Behavior: Exploring the Role of Decision-Making Stages,2014,4,1,Ming-Ching Liang,University of Texas at Austin
2014-0016,Information-Seeking as a Precaution Behavior: Exploring the Role of Decision-Making Stages,2014,4,2,Niveen Abi Ghannam,U of Texas - Austin
2014-0016,Information-Seeking as a Precaution Behavior: Exploring the Role of Decision-Making Stages,2014,4,3,Matthew S. Eastin,U of Texas
2014-0016,Information-Seeking as a Precaution Behavior: Exploring the Role of Decision-Making Stages,2014,4,4,Lee Ann Kahlor,U of Texas
2014-0017,"Resources Available to Processing Antismoking PSAs as a Function of Smoking Cues, Argument Strength, and Structural Complexity",2014,1,1,Sungkyoung Lee,U of Missouri-Columbia
2014-0018,"GIFTS: Communication, Gender, and Theory: Exploring the “Good Life” of One’s Childhood",2014,1,1,Nancy Bressler,Bowling Green State University
2014-0019,GIFTS: Describing the Network of Your Favorite Characters,2014,1,1,Marjorie Buckner,University of Kentucky
2014-0020,GIFTS: Group Impromptu Speech,2014,1,1,Scott Christen,Tennessee Technological University
2014-0021,GIFTS: Intercultural Transmedia Storytelling,2014,1,1,Rebekah Jorgensen,Webster University Geneva
2014-0022,GIFTS: Internet-Based Audience Awareness Activity,2014,1,1,Heather J Stone,University of Utah
2014-0023,GIFTS: Nonverbal Speech Delivery and Humor: Discovering the “Good Side of Your Face”,2014,1,1,Nancy Bressler,Bowling Green State University
2014-0024,GIFTS: Student Communication Theory Class Poster Presentations,2014,1,1,Darrin J. Griffin,"University at Buffalo, SUNY"
2014-0025,"GIFTS: Teaching Research Traditions, Methods, and Research in Intercultural Communication",2014,1,1,Jennifer E Kienzle,University of Nebraska - Lincoln
2014-0026,GIFTS: Teaching and Practicing Nonverbal Communication in Online Communication Courses,2014,2,1,Stephanie Kelly,North Carolina A and T State University
2014-0026,GIFTS: Teaching and Practicing Nonverbal Communication in Online Communication Courses,2014,2,2,Christopher Claus,Towson U
2014-0027,GIFTS: Using the Sandtray to teach Mindfulness of the Good Life,2014,1,1,Stephanie Webster,U of Florida
2014-0028,"GIFTS: Dueling Rhetors: Teaching Aristotle, Cicero, and Burke Through Debate Tournaments",2014,1,1,Colleen Arendt,Fairfield U
2014-0029,Complex Dynamic Systems in Communication Research,2014,1,1,Joseph Steinhardt,Cornell Unversity
2014-0030,"A Dynamic, Human-Centered Conceptualization of Flow, Presence, and Transportation States",2014,3,1,Rachel L. Bailey,Washington State University
2014-0030,"A Dynamic, Human-Centered Conceptualization of Flow, Presence, and Transportation States",2014,3,2,Bridget E Rubenking,University of Central Florida
2014-0030,"A Dynamic, Human-Centered Conceptualization of Flow, Presence, and Transportation States",2014,3,3,Annie Lang,Indiana U
2014-0031,A Simulation of a Dynamic Theory of Reasoned Action With Shock: Implications for the Fit of the Cross-Sectional Theory of Reasoned Action,2014,5,1,Franklin J. Boster,Michigan State U
2014-0031,A Simulation of a Dynamic Theory of Reasoned Action With Shock: Implications for the Fit of the Cross-Sectional Theory of Reasoned Action,2014,5,2,Briana Nichole DeAngelis,Michigan State University
2014-0031,A Simulation of a Dynamic Theory of Reasoned Action With Shock: Implications for the Fit of the Cross-Sectional Theory of Reasoned Action,2014,5,3,David D. Clare,Michigan State U
2014-0031,A Simulation of a Dynamic Theory of Reasoned Action With Shock: Implications for the Fit of the Cross-Sectional Theory of Reasoned Action,2014,5,4,Shannon Cruz,Michigan State University
2014-0031,A Simulation of a Dynamic Theory of Reasoned Action With Shock: Implications for the Fit of the Cross-Sectional Theory of Reasoned Action,2014,5,5,Allison Zorzie Shaw,University at Buffalo-SUNY
2014-0032,"A Reciprocal Dynamic Motivational Model of Media Use, Diet, and Exercise",2014,1,1,Alex Hedstrom,The Ohio State University
2014-0033,Blending Behavioral and Cognitive Science to Produce a More Rigorous Theory of Human Communication,2014,1,1,John L. Sherry,Michigan State U
2014-0034,Can Identity Serve Simultaneously as a Moderator and Mediator of Communication Effects? Evidence for the Prism Model,2014,2,1,Maria Leonora (Nori) G. Comello,University of North Carolina - Chapel Hill
2014-0034,Can Identity Serve Simultaneously as a Moderator and Mediator of Communication Effects? Evidence for the Prism Model,2014,2,2,Lisa Marie Barnard,Ithaca College
2014-0035,Comprehension Models of Audiovisual Discourse Processing,2014,4,1,Courtney E. Anderegg,The Ohio State University
2014-0035,Comprehension Models of Audiovisual Discourse Processing,2014,4,2,Fashina Alade,Northwestern University
2014-0035,Comprehension Models of Audiovisual Discourse Processing,2014,4,3,David R. Ewoldsen,Ohio State U
2014-0035,Comprehension Models of Audiovisual Discourse Processing,2014,4,4,Zheng Joyce Wang,The Ohio State University
2014-0036,Evaluating Movies: A Review and a Framework for Investigating Underlying Psychological Processes,2014,4,1,Frank M. Schneider,U of Mannheim
2014-0036,Evaluating Movies: A Review and a Framework for Investigating Underlying Psychological Processes,2014,4,2,Ines Clara Vogel,U of Koblenz-Landau
2014-0036,Evaluating Movies: A Review and a Framework for Investigating Underlying Psychological Processes,2014,4,3,Ulrich Gleich,Unversity of Koblenz-Landau
2014-0036,Evaluating Movies: A Review and a Framework for Investigating Underlying Psychological Processes,2014,4,4,Anne Bartsch,LMU Munich
2014-0037,3D Screening and Entertainment: A Model of Entertainment for Cinema,2014,1,1,Sabrina Sobieraj,U of Duisburg-Essen
2014-0038,Egocentric Projection Into Story Characters,2014,2,1,Shuo Zhou,Cornell University
2014-0038,Egocentric Projection Into Story Characters,2014,2,2,Michael A. Shapiro,Cornell U
2014-0039,Experiencing Sports Entertainment in the Light of Fan Group Involvement,2014,7,1,Tino GK Meitz,University of Tuebingen
