paper id,year,paper type,paper title,author number,abstract,session title,sub unit
2015-0000,2015,Paper Session,Developing Communication Strategies for Mitigating Actions Against Global Warming: Linking Framing and a Dual Processing Model,1,"Global warming does not usually rank high on the list of environmental problems governments need to address and, even though people tend to be aware of global warming, there is a gap between such perception and relevant actions to combat the problem. In order to develop effective strategies for facilitating public actions, we draw upon framing theory and a dual processing model. Using an experiment of 261 participants in Taiwan, this study found that by framing global warming as a local issue, communication messages can trigger both analytic(issue relevance) and affective (negative emotions) appraisals, which, in turn, will increase people’s willingness to take actions.",Extended Session: Climate Change Communication: Testing Messages and Media Effects,Environmental Communication
2015-0001,2015,Paper Session,Effects of Discrete Emotions on Climate Change Beliefs and Policy Preferences,2,"What role, if any, do emotions play in people’s beliefs about climate change and support for climate mitigation policies? This important question has received surprisingly little attention from researchers, despite a growing recognition that the public’s reactions to climate change information is shaped by various factors beyond the relevant information itself. Drawing on emerging perspectives from psychology and communication, we report an experiment (N = 719) in which participants were randomly assigned to one of three emotional-induction treatments (guilt, anger, or control) before reading a news story about the negative consequences of climate change. Immediately after, participants reported on a variety of climate-related beliefs (e.g., attributions of blame) and policy preferences (e.g., support for taxing carbon polluters). Results revealed that number of significant effects—for example, guilt led to significantly increased support for climate-mitigation policy overall—including some that depended on personal background and message factors suggested by prior research (namely, political affiliation and social distance). Overall, research suggests that incidental emotional experiences may play an important role in guiding fundamental climate beliefs and consequential policy preferences.",Extended Session: Climate Change Communication: Testing Messages and Media Effects,Environmental Communication
2015-0002,2015,Paper Session,"Effects of Hope, Fear, and Guilt Appeals on Climate Change Engagement",1,"Negative emotional appeals dominate climate change communication; however, many scholars call for positive emotional appeals. An experiment was conducted with 809 U.S. adults who either read a hope appeal, fear appeal, guilt appeal, or control message. Results indicate that evoking hope is the superior approach for increasing interest, communication intention, and information seeking intention. Evoking hope and guilt are equally effective for increasing self-efficacy and behavioral intention. Evoking fear is superior to evoking guilt, but not superior to hope, for increasing information seeking intention. Otherwise evoking fear is either ineffective or detrimental. Implications for climate change communication are discussed.",Extended Session: Climate Change Communication: Testing Messages and Media Effects,Environmental Communication
2015-0003,2015,Paper Session,Going the Distance: Using Construal-Level Theory to Explain Climate Change Engagement,2,"Climate change has altered our landscapes and weather patterns, impacting economic systems, human and environmental health, and cultural routines. Yet, despite real and present impacts, for many, climate change remains an abstract risk – a low-salience issue surpassed by competing concerns like jobs and family. Using a survey with an embedded experimental manipulation, we assess how manipulating psychological distance in a message about future climate change impacts in four exemplar cities influences individuals’ willingness to engage in mitigation behavior and to support mitigation policy, as well as their perceptions of the degree to which distant others should do the same. Results suggest that with respect to mitigation behavior, close temporal distance led to less social distance perception than far temporal distance. In addition, the exemplar that portrayed both far temporal and spatial distance also significantly increased social distance perception. Theoretical and applied implications are presented, along with directions for future research.",Extended Session: Climate Change Communication: Testing Messages and Media Effects,Environmental Communication
2015-0004,2015,Paper Session,Hostile Media Perceptions as a Driver of Discursive Actions in the Context of Global Climate Change,2,"In recent years scholars have increasingly examined how hostile media perceptions may influence predispositions to engage in discursive actions on an issue. We extend this line of research using an experimental approach (n=1635) to examine a moderated-mediation model, which reveals that the valence of efficacy information in a climate news story impacted perceptions of hostile story bias, but only among partisans who supported action to address climate change. Perceptions of hostile story bias, in turn, had a positive association with both perceptions of hostile bias in media overall and discursive actions; general hostile media bias and discursive actions also were positively associated. Thus, the experimental manipulation influenced discursive actions indirectly through perceived hostile story bias and perceived hostile media bias.",Extended Session: Climate Change Communication: Testing Messages and Media Effects,Environmental Communication
2015-0005,2015,Paper Session,Perceptions of Climate Changes Imagery. Evoking Salience and Self-Efficacy Through Visualization of Climate Change,5,"Although the media coverage of climate change has been given some attention in the last years, only very few studies deal with visual representations of climate change. As a study by O’Neill et al. (2013) for Australia, USA and the UK has shown, climate change imagery can shape people’s perceptions of the issue. Therefore we analyze the influence of climate change imagery on citizens’ perceptions in Switzerland, Germany and Austria. We focus on which images would increase the salience of climate change as an issue (‘this image makes me feel climate change is important’) and which images would enhance self-efficacy (‘this image makes me feel I can do something about climate change’). The data was gathered in Q-methodology sorting sessions which were held in the three countries. Results were quite consistent across countries. Imagery of climate change impacts promotes salience while imagery of renewable energies and mobility enhances self-efficacy. The findings are similar to the US, UK and Australia (O’Neill et al., 2013) and strengthen the cross-cultural consistency in perceptions of visual representations of climate change.",Extended Session: Climate Change Communication: Testing Messages and Media Effects,Environmental Communication
2015-0006,2015,Paper Session,"Guilt, Fear, and Optimism as Mediators of Framing Effects in Climate Change Communication",3,"This study explores the effects of loss frames and two types of gain frames (gain-positive: states positive consequences, gain-negative: negates negative consequences) on perceptions, attitudes and mitigation intentions related to climate change. In addition, the role of discrete emotions (guilt, fear, optimism) is tested for mediating the framing effects. A non-student quota sample of n = 365 persons was randomly assigned a text about climate change containing either a loss, gain-positive or gain-negative frame. The framing conditions did not yield any differences in awareness of climate change, acceptance of anthropogenic causes, action-outcome efficacy and willingness to act. However, the loss frame evoked most fear and guilt, while the gain-positive, followed by the gain-negative, frame evoked most optimism. All three emotions mediate effects, with fear and guilt strengthening them and optimism weakening them.",Extended Session: Climate Change Communication: Testing Messages and Media Effects,Environmental Communication
2015-0007,2015,Paper Session,How You Talk About Climate Change Matters: A Communication Network Perspective on Skepticism and Belief Strength,1,"Climate change attitudes have been explained with a variety of factors, including cultural worldviews, environmental attitudes, political ideology, knowledge of climate change, severe weather exposure, and sociodemographics. These approaches, however, assume individuals form attitudes on the basis of preexisting values or beliefs and do not account for dynamic social interaction as a source of influence. This study introduces a network perspective that accounts for the social embeddedness of individuals, using key network variables to predict climate attitudes. Climate change attitudes were developed from an exploratory factor analysis, which identified climate change skepticism and belief strength as distinct attitudinal dimensions. Using nationally representative egocentric survey data from 2011 and hierarchical regression analyses, this study determined that homophily, network strength, attitude diversity, and network valence were significant predictors of skepticism (R2=4.8%), while centrality and network strength were predictive of belief strength (R2=8.9%). Directions for future network research and practical applications are discussed.",Extended Session: Climate Change Communication: Testing Messages and Media Effects,Environmental Communication
2015-0008,2015,Paper Session,The Knowledge Gap Hypothesis: Climate Change as an Impersonal Risk,2,"Climate change is causing severe negative consequences to small low-lying islands. To mitigate and adapt to climate change, it is important to improve public knowledge on its causes and consequences. This study aims to investigate the knowledge gap hypothesis in the context of climate change (an impersonal risk) on public knowledge acquisition in Singapore. A nationally representative random computer-assisted telephone interview (CATI) survey was conducted in Singapore. The findings revealed that both newspaper reading and television viewing could reduce the knowledge gap between the high and low socio-economic status individuals. Implications for theory and practice are discussed.

Keyword: Knowledge gap; education; mass media; climate change",Extended Session: Climate Change Communication: Testing Messages and Media Effects,Environmental Communication
2015-0009,2015,Paper Session,Does Media Affect Farmer’s Crop Choices? Exploring the Role of Media in Enhancing Farmer’s Adaptive Capacity,2,"Agriculture is considered to be one of the most vulnerable sectors to climate change impacts, with potential negative impacts on livelihood and food security of millions of people worldwide. Moreover, different crops are expected to be impacted differently due to climate change, and the choice of crop can be an important determinant of adaptation strategy. Although several studies indicate the potential role of media in increasing public as well as farmer’s awareness, understanding, and behaviors about climate change, few studies explore the impact of media on farmer’s specific crop choices. This exploratory study is based on survey data from three villages in a semi-arid region in south India collected as part of climate change adaptation project. We find that media channels through which farmers access weather information, and media consumption affects farmer’s crop choices, distinguishing between their intention to play sorghum, cotton, and pulses in the next season. Providing specific, localized, and differentiated information on weather patterns to farmers, as well as potential adaptation strategies, can potential increase their adaptive capacity.",Extended Session: Climate Change Communication: Testing Messages and Media Effects,Environmental Communication
