paper id,year,paper type,paper title,author number,abstract,session title,sub unit
2017-0000,2017,Paper Session,Asynchronous Modernization of the Mexican Press: A Center-Periphery Comparison,2,"After seventy years of an almost complete hegemony, in 2000 the Institutional Revolutionary Party lost the presidency of the Republic to the oppositional National Action Party candidate, Vicente Fox Quesada. That moment was considered the hallmark of the political transition that started in certain regions two decades ago. According to a group of American scholars, the transformation of the political system involved the modernisation of the media system as well, as the Mexican press as a whole was moving towards its professionalization. Nonetheless, diverse case studies focused on specific regions have found empirical evidence that prove otherwise. That is, the findings consistently prove that local and regional journalism is still determined by the customs of the authoritarian model. Based upon a content analysis of the coverage of the 2015 parliamentary elections in both national and state newspapers, the main argument of this paper is that Mexican journalism oscillates between modernisation and stagnation. In other words, whilst the so-called national media – located in Mexico City – showed a more professional performance than those located in other regions (regarding – for instance - the use of diverse sources of information, and the implementation of different journalistic genres, other than the standard news story); both groups shared a similar political bias and a limited coverage of those elections. Therefore, the main conclusion is that instead of a general transformation or stagnation, Mexican press develops an asynchronous modernisation process in which there are simultaneously liberal and authoritarian features. However, the former are more frequent in national news outlets than in their regional counterparts, which tend to be inclined to the latter.",Political Communication in Latin America,Political Communication
2017-0001,2017,Paper Session,Ayotzinapa’s Twitter Roll Call: Motivations and Functions of a Social Media Protest,1,"This paper analyzes a daily Twitter protest named Roll Call from 1 to 43 about the Ayotzinapa case, a mass disappearance of 43 students in Mexico. Ten semi-structured interviews were conducted. Results from a thematic analysis, considering the uses and gratifications theory as framework, show that participants of the roll call, which had an organic origin sparkled by individual citizens, are motivated by an emotional connection with the victims, and their desire to support the students’ parents. The commitment to engage is strengthened by the emergence of a shared identity among participants. Moreover, the protesters conceive that the roll call fulfills the functions of keeping the memory of the students present in public discourse, and filling informational voids in the coverage of the case by traditional media. The protest also constitutes a virtual assembly at a specific time and place to discuss other social and political problems.",Political Communication in Latin America,Political Communication
2017-0002,2017,Paper Session,Constructing the Socialism of the 21st Century on the Airwaves: A Rhetorical Analysis of President Hugo Chávez’s Characterization of Venezuela’s Socioeconomic Shift on Aló Presidente,1,"This case study examines President Chávez’s characterization of the socialism of the 21st century through second-level agenda-building endeavors in his weekly show Aló Presidente. The study found that the president pivoted a discussion about a major socioeconomic shift to a debate about the moral foundations of Venezuelan society, which could have tangible implications in the conduction of politics in the country.",Political Communication in Latin America,Political Communication
2017-0003,2017,Paper Session,When Elites Protest: News Coverage and the Evolution of Antigovernment Demonstrations in Brazil,1,"In 2013, small demonstrations against bus fares in Brazil evolved into a series of large protests expressing generalized dissatisfaction with center-leftist President Dilma Rousseff. After she was reelected, another wave of protests returned in 2015 with a clear agenda: the removal of the President. Communication research has long examined the “protest paradigm,” a pattern of coverage delegitimizing social movements. The Brazilian context provided a chance to assess the extent to which the paradigm holds when protests take on an elite-driven narrative contesting the government. Through a quantitatively-driven mixed methods, results revealed that when grievances evolved into coherent anti-government demands, official sources from opposition parties served to legitimize the movement. This study departs from an understanding of protest coverage as paradigmatic towards a complex view of the relationship between protestors and the press. The experience of Brazil shows that when an elite opposition supports protests, journalistic norms and routines validate demonstrations.",Political Communication in Latin America,Political Communication
2017-0004,2017,Paper Session,Configuring Shared and Hierarchical Leadership Through Authoring,2,"Shared and hierarchical leadership have long been described as co-existing leadership forms; however, there is very little process research that examines how they intertwine in day-to-day interactions. Using the lens of “authoring” claims and grants (Taylor and Van Every, 2014), to illuminate an ethnographic study of a Danish municipal department, we display the complex relationship between shared and hierarchical leadership. Our findings suggest that issues of time and timing are fundamental to understanding their interrelationship. We highlight discursive devices such as “bookending,” including the creation of authoritative texts, which render the shared and hierarchical leadership configuration an ambiguous space that requires interrogating leadership outcomes. Finally, we demonstrate the centrality of leadership as a concept for both hierarchical and collaborative decision-making situations.",Top Papers in Organizational Communication,Organizational Communication
2017-0005,2017,Paper Session,"Collective Innovation Adoption across Interorganizational Systems: Organizational Boundary, Social Networks, and Decision-Making Status",3,"Most research on innovation adoption focuses on the attitudes and behaviors of members of a single organization. However, little research has examined innovation adoption across an interorganizational system where the results have public consequences. Using the Theory of Reasoned Action and Social Information Processing Theory, this study examines three factors that influence intentions to adopt six health innovations across the system of 1,849 state health departments in Bihar, India. The collective attitudes of advice network members and organizational co-members influence government healthcare workers’ (N = 6,776) attitudes and perceptions of social norms toward each innovation. Perceptions of social norms and attitudes influence the intentions to adopt each innovation, a reliable precursor to innovation adoption behaviors. However, individuals’ decision making status moderates these relationships, such that the collective attitudes of advice network members have a greater influence on decision makers (n = 953) and the collective attitudes of organizational co-members and perceived social norms have a greater influence on non-decision makers (n = 5,823). Implications for the study of innovation adoption within and across organizations are drawn from the results.",Top Papers in Organizational Communication,Organizational Communication
2017-0006,2017,Paper Session,Taking the Moral High Ground: Avoiding Accounts as a Practice for Being Uncompromisingly Principled,2,"We apply a discourse analysis of accounts to a video-recording of a confrontation between a same-sex couple seeking a marriage license, and a county clerk refusing to provide the license for religious reasons, which took place after the overturning of the Defense of Marriage Act in the U.S.A. (which had prohibited same-sex couples from marrying). In the case we examine, account sequences exploit the multiple frames available in a situation and appeal to incompatible authorities in order to accomplish “being morally principled.” This case study illustrates how mediated public conversations around social changes provide participants opportunities to perform moralities and define the terms of debate in relation to particular institutions. We reflect on how the consequence of this practice is a form of debate in which participants speak past each other and construct problems as unresolvable.",Top Papers in Organizational Communication,Organizational Communication
2017-0007,2017,Paper Session,Team Safety Communication: Confronting Production Pressure in a High-Reliability Organization: A Mixed Methods Study,1,"Production pressure refers to feeling obligated to work in hazardous circumstances when safety is not fully implemented. It is prevalent in high reliability organizations (HROs) in which members act quickly, sometimes at the expense of fully identifying and addressing hazards. Safety climate literature examines how members counteract production pressure through communicating to question and refuse assignments. These studies often focus on individuals’ discretionary communication behaviors while ignoring how team practices perpetuate or mitigate production pressure. This mixed methods study develops a construct, team safety communication. A qualitative study compares two wildland firefighting teams, identifying dimensions of team safety communication, and hypothesizing how the construct relates to production pressure, team interpersonal climate, and the team’s valuing of after action reviews (a learning practice). A quantitative study tests the model on N = 222 wildland firefighting teams. Findings direct attention to ways that situated team communication patterns perpetuate or minimize production pressure.",Top Papers in Organizational Communication,Organizational Communication
2017-0008,2017,Paper Session,Are Audiences Fragmented in How They Consume News Online?,3,"We analyze online news consumption in the UK using the browsing behavior of a representative sample of close to 70 thousand web users. We focus on two salient political events: the general elections of 2015 and the Brexit referendum of 2016. We first identify the websites devoted to news and information that were most accessed during the months prior, during, and after the events (i.e. those with the highest audience reach); we then analyze the patterns of audience overlap between those sites to determine whether there is evidence of fragmentation in online news consumption. We find no strong evidence of fragmentation. The media landscape carved by audiences is, instead, characterized by a very stable core of highly interconnected sites, i.e. the sources of information for most web users, which also happen to share a significant fraction of their readers.",Online News,Communication and Technology
2017-0009,2017,Paper Session,The Aggregation Effect: Does the Type of News Aggregation Personalization Influence Information-Seeking Behavior?,1,"Aggregators are popular outlets for news delivery because of their ability to curate and personalize content. Yet as readers continue to use aggregators — and those aggregators learn more about users and their interests — concerns have developed that aggregators will lead users, especially young adults, to narrow their information-seeking behavior. To test whether these concerns are valid, a 4 (type of aggregator: an aggregator that uses an algorithm to provide personalized news recommendations like Google News, an aggregator that uses on social connections to provide personalized news recommendations like Facebook, an aggregator that uses editors to provide personalized news recommendations like inshorts, and no aggregation) x 2 (type of news: civic affairs or entertainment) experiment was conducted. Results revealed that young adults hold a positive attitude toward popular aggregators like Google News and Facebook, but they did not have a narrowing impact on information-seeking behavior, which dampens concerns of selective exposure.",Online News,Communication and Technology
