paper id,year,paper type,paper title,author number,abstract,session title,sub unit
2018-0000,2018,Paper Session,#BlackLivesMatter and #AliveWhileBlack: A Study of Topical Orientation of Hashtags and Message Content,3,"This study examines content differences between Twitter hashtags that indicate different topical orientations related to issues of racial discrimination, police violence, and structural inequalities. Two datasets representing #BlackLivesMatter and #AliveWhileBlack were examined to explore how message content varies based on topical orientation. A random sample of 600 tweets from each hashtag were classified based on content categories identified in previous scholarly work on collective coping and social movements. Two topic models were developed to further examine content differences between the two hashtags in a larger corpus of tweets. Results show that differences in hashtags can indicate significant differences in the nature of messages embedded in tweets. A χ2 test revealed that distribution of tweets was differed between the two hashtags in six out of eight categories. Topic model analysis indicated that topics in the hashtag with activist/social movement orientation mainly related to issues/incidents that gained significant media attention.",Hashtag Activism,"Activism, Communication & Social Justice"
2018-0001,2018,Paper Session,The Voices of #MeToo: From Grassroots Activism to a Viral Roar,1,"Following the avalanche of sexual harassment and assault allegations against movie mogul Harvey Weinstein, a social awareness and activism project emerged as women and men took to Twitter to add their voices to the growing roar of the #MeToo movement. Twitter became a megaphone for public outcry as women and men, public and private citizens alike responded to the tweet, with responses varying from detailed stories of their experiences to that simple message of “Me Too.” With the attention gathered by the viral movement, it was soon noted that black female activist Tarana Burke actually created an original “Me Too” movement a decade prior to actress Alyssa Milano’s call. This created a compelling new conversation that recalled earlier issues of feminist whitewashing that ignored or diminished issues specific to women of color. This study uses Patricia Hill Collins’ foundational work Black Feminist Thought as well as Kimberle Crenshaw’s concept of intersectionality to explore the power of #MeToo from its genesis to its current viral moment. Applying these ideas to the voices of #MeToo illustrates the intersectional nature of the movement and a legacy of Black women’s activism that gave voice to silenced communities.",Hashtag Activism,"Activism, Communication & Social Justice"
2018-0002,2018,Paper Session,"Voice, Domestic Violence, and Digital Activism: Examining Contradictions in Hashtag Feminism",3,"Scholars have argued that the internet can provide ‘space’ for voices that have traditionally been excluded, ignored, or erased. Such online spaces are claimed to be “fertile ground” for feminist activism, which can be seen in the recent emergence of “hashtag feminism,” or the use of social media hashtags to address feminist-identified issues through sharing personal experiences of inequality, constructing counter-discourses, and critiquing popular culture figures and institutions. However, little empirical research examines hashtag feminism and how it might create a space for feminist activism. Through a qualitative case study combining a thematic analysis of 51,577 archived tweets with semi-structured interviews, we explore how the hashtag #WhyIStayed creates a space for feminist activism. More specifically, we apply a postfeminist analytical lens to interrogate the contradictions and complexities of feminist hashtags and contribute to academic and practitioner understandings of hashtags as a site for feminist activism.",Hashtag Activism,"Activism, Communication & Social Justice"
2018-0003,2018,Paper Session,Women’s Voices in the Saudi Arabian Twittersphere,3,"This study examines the online communicative dynamics between women and men during the Saudi women’s rights campaign to end male guardianship (#EndMaleGuardianship), which unfolded on Twitter. We analysed 2.7 million tweets over a seven-month period quantitatively and 150,245 of these qualitatively to examine the extent to which Twitter shapes and facilitates cross-gender communication, and how this helped engender new spaces for expression of dissent. Our study shows that Twitter provided shared online communicative spaces that had several characteristics commonly associated with public sphere(s). There is also evidence that using these alternatives spaces, women transcended to an extent the gender segregation that exists in traditional public discourses and spaces of Saudi society. The anonymity of Twitter offered women a safe place to deliberate their concerns about male guardianship. We suggest that these deliberations created a counter public sphere of sorts, which helped Saudi women legitimise the #EndMaleGuardianship campaign.",Hashtag Activism,"Activism, Communication & Social Justice"
2018-0004,2018,Paper Session,The Mediated Life of Social Movements: The Case of the Women’s March,1,"The emergence of social media gave social movements a new, powerful tool that has proven helpful in self-organization, mobilization and gathering publicity. The Women’s March is a recent example of a social movement which gained world-wide recognition via social media. In this paper, I examine three sets of tweets corresponding with three consecutive phases of the Women’s March. I analyze how patterns of use of Twitter’s technological affordances – in particular hashtags and pictures – change over time, and how these changes correspond with the New Social Movement Theory and theory of collective identity formation put forward by Polletta and Jasper (2001). I likewise analyze the attitudes toward the movement throughout time, as expressed in the sample of tweets. The findings show that the patterns of social media usage closely correspond with the theory of social movements, which suggests promising grounds for furthering online social movement research.",Hashtag Activism,"Activism, Communication & Social Justice"
2018-0005,2018,Paper Session,"Coming ""Home"" to do Global Engaged Scholarship? A Reflexive Account of Organizational Research Across Geographical, Organizational, and Methodological Boundaries",1,"This paper focuses on how my status as an international academic wanting to maintain “local” research relationships in my country of origin both improved and derailed the process of conducting an organizational ethnography. Specifically, it shows how glocal engaged scholarship generated organizational and occupational commitments pulled me as a researcher and the research project in competing directions. In this case, my academic “home” influenced my preferred projects and methodologies, while organizational needs and desires sometimes pulled me “away.” By documenting the multiple ways of being ""home"" and ""away,"" this paper nuances how engaged organizational communication scholars manage ""insider/outsider"" research, since organizational status is dynamic and emergent, as their commitments evolve. In an era of unprecedented academic mobility and the promotion of boundaryless careers, it also provides an empirical example of the challenges involved in crossing the geographic, organizational, and professional boundaries that accompany any glocal engaged scholarship project.","Pushing Boundaries in Organizational Communication: Theoretical, Conceptual, Methodological and Beyond",Organizational Communication
2018-0006,2018,Paper Session,Between Media Studies and Organizational Communication: Organizing as the Creation of Organs,2,"In this paper, we propose to examine the notion of medium, which will be compared with another term that, in our opinion, hold a family resemblance, that is, the one of organ. As we will show, these terms should, in fact, be understood relationally, that is, they should always be used to refer to something or even someone that is positioned or positions itself/himself/herself as the means by which something or someone else do something. While both terms—media and organs—tend to be neglected in the organizational communication literature, we believe their heuristic power is worth being examined to understand key aspects of organizing. Having established this point, we then explore how various beings can articulate themselves (in both senses of the word: enunciating and assembling) so that they become the media/organs of one another, and that the ensuing collective action becomes, to a certain degree, that of a collective body. Getting organized or organizing ourselves thus means becoming, partially and temporarily, the medium/organ of a collective action that will materialize and express itself through our contributions.","Pushing Boundaries in Organizational Communication: Theoretical, Conceptual, Methodological and Beyond",Organizational Communication
2018-0007,2018,Paper Session,Communicating Resilience in Actual and Imagined Boundaries: Narrative Plots and Meanings of Retention in Organizations,1,"The paper examines the narratives of STEM career pathways of women scientists and engineers through the theoretical lens of resilience to examine their retention practices in organizations. The study is based on qualitative interviews with 42 women scientists and engineers who are currently employed in organizations. Using thematic narrative analysis, the answer to the question, how do women craft stories of resilience when negotiating STEM career pathways, was explored. The three important themes of the study were 1) crafting stories about rebounding from long term career breaks, 2) narratives of short term resiliencies in career pathways and 3) anticipation as a narrative device. The findings suggest that women in STEM careers construct their sustenance in organizations though storytelling and shared meaning making of their present and past challenging experiences with respect to their careers. In addition, some of their stories are anticipatory in nature without having gone through the event in reality. Implications for retention in organizations and policy changes are discussed.","Pushing Boundaries in Organizational Communication: Theoretical, Conceptual, Methodological and Beyond",Organizational Communication
2018-0008,2018,Paper Session,The Human Cost of Mindfulness: Toward a More Nuanced Understanding of HRO Theory,3,"Research into HRO theory has nearly always presented the principles of HRO theory in a positive way. This overly positive portrayal of the benefits of HRO theory present a skewed perspective that favors implementation of these principles without fully understanding the human costs to HRO members associated with operating under the intense conditions called for by HRO theory. This paper is a first step toward understanding the costs associated with implementing HRO theory. Our findings suggest that HRO members experience mental and emotional strain due to their membership. Constant comparative analysis identified five ways that this mental and emotional strain is present: paranoia, cost/benefit analyses of performing work tasks, mental fatigue, jadedness, and non-work relationship deterioration. These results indicate that, contrary to calls from HRO researchers for all organizations to implement these principles, caution and mindfulness is required by organizational leaders when adopting these principles.","Pushing Boundaries in Organizational Communication: Theoretical, Conceptual, Methodological and Beyond",Organizational Communication
2018-0009,2018,Paper Session,Motivations for Sexting: Motivation Activation Measure and Sexual Inhibition/Excitation Predict Sexting Behavior,2,"This paper will investigate how both the appetitive and aversive motivational systems, as measured by the Motivation Activation Measure (MAM), and the sexual excitation and inhibition motivational systems (SES/SIS) interact to understand college students’ sexting behaviors. Additionally, this paper will investigate the relationship between MAM and SES/SIS in order to draw distinctions between the sexual motivation system and the more general motivation system.",HIGH-DENSITY: Exploring Production of and Response to Controversial Content,Information Systems
