paper id,paper title,year,author number,author position,author name,author aff
2016-0000,"A Conditional Model of Political Discussion: Anger, Informal Political Talk, and the Perceived Opinion Climate",2016,2,1,David Nicolas Hopmann,"U of Southern Denmark, Centre for Journalism"
2016-0000,"A Conditional Model of Political Discussion: Anger, Informal Political Talk, and the Perceived Opinion Climate",2016,2,2,Sebastian Valenzuela,Pontificia Universidad Catolica de Chile
2016-0001,Deliberation Across a “Space of Reasons”: A Study About the Use of Media Arguments on Divided Groups,2016,6,1,Rousiley Celi Moreira Maia,Federal University of Minas Gerais (UFMG)
2016-0001,Deliberation Across a “Space of Reasons”: A Study About the Use of Media Arguments on Divided Groups,2016,6,2,Danila Gentil Rodriguez Cal,U of Amazonia
2016-0001,Deliberation Across a “Space of Reasons”: A Study About the Use of Media Arguments on Divided Groups,2016,6,3,Vanessa Veiga de Oliveira,Federal U of Minas Gerais
2016-0001,Deliberation Across a “Space of Reasons”: A Study About the Use of Media Arguments on Divided Groups,2016,6,4,Gabriela Hauber,Federal U of Minas Gerais
2016-0001,Deliberation Across a “Space of Reasons”: A Study About the Use of Media Arguments on Divided Groups,2016,6,5,Patrícia Gonçalves Conceição Rossini,UFMG
2016-0001,Deliberation Across a “Space of Reasons”: A Study About the Use of Media Arguments on Divided Groups,2016,6,6,Rafael Cardoso Sampaio,Federal U of Minas Gerais
2016-0002,Deliberation and Collective Decisions: Individual Changes in Structuring Single-Peaked Preferences in Deliberative Polls,2016,4,1,Rui Wang,Stanford University
2016-0002,Deliberation and Collective Decisions: Individual Changes in Structuring Single-Peaked Preferences in Deliberative Polls,2016,4,2,Christian List,LSE
2016-0002,Deliberation and Collective Decisions: Individual Changes in Structuring Single-Peaked Preferences in Deliberative Polls,2016,4,3,Robert Luskin,U of Texas at Austin
2016-0002,Deliberation and Collective Decisions: Individual Changes in Structuring Single-Peaked Preferences in Deliberative Polls,2016,4,4,James S. Fishkin,Stanford U
2016-0003,Measuring Political Thinking: Development and Validation of a Scale for “Deliberation Within”,2016,1,1,Carina Weinmann,U of Mannheim
2016-0004,"A Long Way to Go: Framing Analysis of Chinese Newspaper Coverage of Organ Donation Shortage and Barriers, 2000-2015",2016,3,1,Jiun-Yi (Jenny) Tsai,Northern Arizona University
2016-0004,"A Long Way to Go: Framing Analysis of Chinese Newspaper Coverage of Organ Donation Shortage and Barriers, 2000-2015",2016,3,2,Yanqin Liu,Arizona State University
2016-0004,"A Long Way to Go: Framing Analysis of Chinese Newspaper Coverage of Organ Donation Shortage and Barriers, 2000-2015",2016,3,3,Yashu Chen,Arizona State University
2016-0005,A Matter of Degree: Testing an Alternative Approach to Content Analysis in Media Framing Research,2016,3,1,Steven R. Corman,Arizona State U
2016-0005,A Matter of Degree: Testing an Alternative Approach to Content Analysis in Media Framing Research,2016,3,2,Jiun-Yi (Jenny) Tsai,Northern Arizona University
2016-0005,A Matter of Degree: Testing an Alternative Approach to Content Analysis in Media Framing Research,2016,3,3,Gene Brewer,Arizona Sate U
2016-0006,"Framing and Agenda Interaction of the Ebola Virus Disease Under the Globalization Era: A Cross-National Study of News Coverage in China, US, Japan, and UK",2016,2,1,QIAN YU,Washington State University
2016-0006,"Framing and Agenda Interaction of the Ebola Virus Disease Under the Globalization Era: A Cross-National Study of News Coverage in China, US, Japan, and UK",2016,2,2,Li Zhou,Central China Normal U
2016-0007,The Effects of News Framing and Issue Attribution on Chinese College Students’ Responses to Depression Coverage,2016,4,1,Yan Jin,University of Georgia
2016-0007,The Effects of News Framing and Issue Attribution on Chinese College Students’ Responses to Depression Coverage,2016,4,2,Yuan Zhang,Virginia Commonwealth U
2016-0007,The Effects of News Framing and Issue Attribution on Chinese College Students’ Responses to Depression Coverage,2016,4,3,Yen-I Lee,University of Georgia
2016-0007,The Effects of News Framing and Issue Attribution on Chinese College Students’ Responses to Depression Coverage,2016,4,4,Yunbing Tang,Fudan U
2016-0008,Communicating Complex Information About Cancer Research: An Experimental Comparison of Metaphorical and Low-Literacy Messages,2016,2,1,Janice Krieger,U of Florida
2016-0008,Communicating Complex Information About Cancer Research: An Experimental Comparison of Metaphorical and Low-Literacy Messages,2016,2,2,Jordan Neil,University of Florida
2016-0009,It Just Makes Me Feel Better: The Creation and Validation of the Mood-Based Indoor Tanning Scale (MITS),2016,7,1,Nick Carcioppolo,University of Miami
2016-0009,It Just Makes Me Feel Better: The Creation and Validation of the Mood-Based Indoor Tanning Scale (MITS),2016,7,2,Yixin (Cindy) Chen,Sam Houston State University
2016-0009,It Just Makes Me Feel Better: The Creation and Validation of the Mood-Based Indoor Tanning Scale (MITS),2016,7,3,Kevin John,Brigham Young University
2016-0009,It Just Makes Me Feel Better: The Creation and Validation of the Mood-Based Indoor Tanning Scale (MITS),2016,7,4,Andrea Gonzalez Martinez,U of Illinois at Urbana-Champaign
2016-0009,It Just Makes Me Feel Better: The Creation and Validation of the Mood-Based Indoor Tanning Scale (MITS),2016,7,5,Andy J King,Texas Tech University
2016-0009,It Just Makes Me Feel Better: The Creation and Validation of the Mood-Based Indoor Tanning Scale (MITS),2016,7,6,Susan E. Morgan,U of Miami
2016-0009,It Just Makes Me Feel Better: The Creation and Validation of the Mood-Based Indoor Tanning Scale (MITS),2016,7,7,Shasa Hu,U of Miami
2016-0010,Multilevel Factors Associated With Cervical Cancer Screening Among Latinas,2016,7,1,Lauren B. Frank,Portland State U
2016-0010,Multilevel Factors Associated With Cervical Cancer Screening Among Latinas,2016,7,2,Sheila Teresa Murphy,U of Southern California
2016-0010,Multilevel Factors Associated With Cervical Cancer Screening Among Latinas,2016,7,3,Nan Zhao,U of California - Annenberg School for Communication and Journalism
2016-0010,Multilevel Factors Associated With Cervical Cancer Screening Among Latinas,2016,7,4,Meghan Bridgid Moran,Johns Hopkins U
2016-0010,Multilevel Factors Associated With Cervical Cancer Screening Among Latinas,2016,7,5,Chih-Ping Chou,U of Southern California
2016-0010,Multilevel Factors Associated With Cervical Cancer Screening Among Latinas,2016,7,6,Paula Amezola,U of Southern California
2016-0010,Multilevel Factors Associated With Cervical Cancer Screening Among Latinas,2016,7,7,Sandra J. Ball-Rokeach,U of Southern California
2016-0011,The Influences of Self-Efficacy in Medical Drama Programming on Cervical Cancer Preventive Behaviors: From the Perspective of Social Cognitive Theory,2016,2,1,Sungsu Kim,The University of Georgia
2016-0011,The Influences of Self-Efficacy in Medical Drama Programming on Cervical Cancer Preventive Behaviors: From the Perspective of Social Cognitive Theory,2016,2,2,Jay D. Hmielowski,Washington State U
2016-0012,This is How We Cope: Using PhotoVoice With Parents of Pediatric Cancer Patients,2016,1,1,Gabriela Morales,University of New Mexico
2016-0013,How the Political Leanings of Journalists are Related to the Acceptance of Questionable Reporting Practices,2016,2,1,Philip Baugut,LMU Munich
2016-0013,How the Political Leanings of Journalists are Related to the Acceptance of Questionable Reporting Practices,2016,2,2,Sebastian Scherr,LMU Munich
2016-0014,The GamerGate Scandal and Journalistic Paradigm Maintenance,2016,2,1,Gregory Pearson Perreault,Appalachian State University
2016-0014,The GamerGate Scandal and Journalistic Paradigm Maintenance,2016,2,2,Tim P. Vos,U of Missouri - Columbia
2016-0015,Being There? What's Left of Journalistic Legwork in the Digital Environment,2016,2,1,Yigal Godler,Ben Gurion University
2016-0015,Being There? What's Left of Journalistic Legwork in the Digital Environment,2016,2,2,Zvi Reich,Ben-Gurion U of the Negev
2016-0016,"Whose Story is This, Anyway? Four Key Differences in How Journalists and Their Subjects Understand News Production",2016,1,1,Ruth A. Palmer,IE University
2016-0017,How Journalists’ Mindsets Influence Their News Stories: Evidence From a Multilevel Analysis of Climate Communication,2016,2,1,Sven Engesser,University of Zurich
2016-0017,How Journalists’ Mindsets Influence Their News Stories: Evidence From a Multilevel Analysis of Climate Communication,2016,2,2,Michael Brueggemann,U of Zurich
2016-0018,Making Brands Symbolic: How Self-Construal Affects Brand Endorsements on Social Media,2016,4,1,Stefan F. Bernritter,"Amsterdam School of Communication Research, University of Amsterdam"
2016-0018,Making Brands Symbolic: How Self-Construal Affects Brand Endorsements on Social Media,2016,4,2,Annemijn C. Loermans,VU U Amsterdam
2016-0018,Making Brands Symbolic: How Self-Construal Affects Brand Endorsements on Social Media,2016,4,3,Peeter Verlegh,U of Amsterdam
2016-0018,Making Brands Symbolic: How Self-Construal Affects Brand Endorsements on Social Media,2016,4,4,Edith Gloria Smit,U of Amsterdam
2016-0019,"Narrative Persuasion: The What, Why, and How of Narrative Advertising",2016,2,1,Eunjin Kim,Southern Methodist University
2016-0019,"Narrative Persuasion: The What, Why, and How of Narrative Advertising",2016,2,2,Esther Thorson,U of Missouri
2016-0020,Resisting Persuasion: The Effects of Message Framing and Brand Attachment,2016,2,1,Hongmin Ahn,West Virginia University
2016-0020,Resisting Persuasion: The Effects of Message Framing and Brand Attachment,2016,2,2,SANG YEAL LEE,WEST VIRGINIA UNIVERSITY
2016-0021,The Effectiveness of Celebrity Endorsements: A Meta-Analysis,2016,2,1,Johannes Knoll,University of Vienna
2016-0021,The Effectiveness of Celebrity Endorsements: A Meta-Analysis,2016,2,2,Jorg Matthes,U of Vienna
