Paper ID,Title,Session,Session Division,Individual Division,Session SubDivision,Sumission Type,Title to Check,Session to Check,Abstract
2009-0013,"9:30 - 11:30 a.m. Morning Group Session #1: Information seeking and use  Applying Dervins Sense-Making Methodology to metatheory, research, and design",Addressing communication's keywords communicatively: Multi-context exemplars and interrogations of the uses of Dervin's Sense-Making Methodology,,,,Paper,"9:30 - 11:30 a.m. Morning Group Session #1: Information seeking and use  Applying Dervins Sense-Making Methodology to metatheory, research, and design",Addressing communication's keywords communicatively: Multi-context exemplars and interrogations of the uses of Dervin's Sense-Making Methodology,"The group chair will facilitate brief group introductions and review the groups procedures. Presenters will briefly describe their substantive interests, all of which focus in their different ways on user/audience information seeking and use. Emphasis in discussion will be placed on a) how each project used Dervins Sense-Making Methodology in whole or part to inform the projects metatheory, research, and/or design; and b) how each project attended to SMMs mandated emphasis on dialogue  intrapersonal, interpersonal, group, community, organizational, and societal."
2009-0014,"9:30 - 11:30 a.m. Morning Group Session #2: Health communication  Applying Dervins Sense-Making Methodology to metatheory, research, and design",Addressing communication's keywords communicatively: Multi-context exemplars and interrogations of the uses of Dervin's Sense-Making Methodology,,,,Paper,"9:30 - 11:30 a.m. Morning Group Session #2: Health communication  Applying Dervins Sense-Making Methodology to metatheory, research, and design",Addressing communication's keywords communicatively: Multi-context exemplars and interrogations of the uses of Dervin's Sense-Making Methodology,"The group chair will facilitate brief group introductions and review the groups procedures. Presenters will briefly describe their substantive interests, all of which focus in their different ways on health communication. Emphasis in discussion will be placed on a) how each project used Dervins Sense-Making Methodology in whole or part to inform the projects metatheory, research, and/or design; and b) how each project attended to SMMs mandated emphasis on dialogue -- intrapersonal, interpersonal, group, community, organizational, and societal."
2009-0015,"9:30 - 11:30 a.m. Morning Group Session #3: Organizational communication  Applying Dervins Sense-Making Methodology to metatheory, research, and design",Addressing communication's keywords communicatively: Multi-context exemplars and interrogations of the uses of Dervin's Sense-Making Methodology,,,,Paper,"9:30 - 11:30 a.m. Morning Group Session #3: Organizational communication  Applying Dervins Sense-Making Methodology to metatheory, research, and design",Addressing communication's keywords communicatively: Multi-context exemplars and interrogations of the uses of Dervin's Sense-Making Methodology,"The group chair will facilitate brief group introductions and review the groups procedures. Presenters will briefly describe their substantive interests, all of which focus in their different ways on organizational communication. Emphasis in discussion will be placed on a) how each project used Dervins Sense-Making Methodology in whole or part to inform the projects metatheory, research, and/or design; and b) how each project attended to SMMs mandated emphasis on dialogue  intrapersonal, interpersonal, group, community, organizational, and societal."
2009-0016,"9:30 - 11:30 a.m. Morning Group Session #4: Online communication  Applying Dervins Sense-Making Methodology to metatheory, research, and design",Addressing communication's keywords communicatively: Multi-context exemplars and interrogations of the uses of Dervin's Sense-Making Methodology,,,,Paper,"9:30 - 11:30 a.m. Morning Group Session #4: Online communication  Applying Dervins Sense-Making Methodology to metatheory, research, and design",Addressing communication's keywords communicatively: Multi-context exemplars and interrogations of the uses of Dervin's Sense-Making Methodology,"The group chair will facilitate brief group introductions and review the groups procedures. Presenters will briefly describe their substantive interests, all of which focus in their different ways on online communication. Emphasis in discussion will be placed on a) how each project used Dervins Sense-Making Methodology in whole or part to inform the projects metatheory, research, and/or design; and b) how each project attended to SMMs mandated emphasis on dialogue  intrapersonal, interpersonal, group, community, organizational, and societal."
2009-0017,"9:30 - 11:30 a.m. Morning Group Session #5: Social and critical theory (A)  Applying Dervins Sense-Making Methodology to metatheory, research, and design",Addressing communication's keywords communicatively: Multi-context exemplars and interrogations of the uses of Dervin's Sense-Making Methodology,,,,Paper,"9:30 - 11:30 a.m. Morning Group Session #5: Social and critical theory (A)  Applying Dervins Sense-Making Methodology to metatheory, research, and design",Addressing communication's keywords communicatively: Multi-context exemplars and interrogations of the uses of Dervin's Sense-Making Methodology,"The group chair will facilitate brief group introductions and review the groups procedures. Presenters will briefly describe their substantive interests, all of which focus in their different ways on applications of social and/or critical theory. Emphasis in discussion will be placed on a) how each project used Dervins Sense-Making Methodology in whole or part to inform the projects metatheory, research, and/or design; and b) how each project attended to SMMs mandated emphasis on dialogue  intrapersonal, interpersonal, group, community, organizational, and societal."
2009-0018,A Birth of Bureaucratic Organizational Culture in Early Korean Broadcasting,The Long Mid-20th Century in Communication History,,,,Paper,A Birth of Bureaucratic Organizational Culture in Early Korean Broadcasting,The Long Mid-20th Century in Communication History,"This study explored the formation of organizational culture of early broadcasting in Korea which adopted Western broadcasting institution. The Seoul Television (now KBS) sent its first wave on December 31st, 1961 as a state-run broadcasting by the military government. Many aspects of early broadcasting history have been unexplored, including why and how the government started television broadcasting with extreme lack of financial and human resources.
Based upon oral interviews with early broadcasting professionals and production staffs, the study shed a new light on how and why the military government had rushed to start television broadcasting. From the interview with Choi, who prepared the foundation of KBS-TV, this study found that a professional production culture at the institutional level had been thwarted by the pressure from the military government to start the service on December 24th for the political symbol as a Christmas present for the nation.
Through the withdrawal process of skilled staff from HLKZ-TV after promulgation of the reorganization plan on February 5th 1962, the bureaucratic organizational system in which administrative staffs gain an upper hand over professional staff was settled. After the departure of staff from HLKZ-TV, incoming staff has taken charge of both producing and directing of programs. With this change in production, the unique PD system, in which a director holds a superior position to a producer under the shortage of experienced television production staff, has been established. Such a bureaucratic culture of broadcasting organization has made huge influence ways of in Korean broadcasting institution."
2009-0019,A Brown Womans Standpoint: Feminist Standpoint Theory and the Search for Voice in American Academia,"Feminist Voices, Histories, and Cross-Cultural Interactions",,,,Paper,A Brown Womans Standpoint: Feminist Standpoint Theory and the Search for Voice in American Academia,"Feminist Voices, Histories, and Cross-Cultural Interactions","Feminist standpoint theory, once a highly debated topic of discussion, has intrigued scholars for decades. In recent years the interest in the potential contributions of the theory appears to have diminished. In this paper, I first discuss the theory itself and then, I locate my own standpoint which continues to remain a work-in-progress, straddled between identities and the quest for validation. In doing so, I wonder if such a thing as a Brown-skinned Asian womans standpoint even exists in American academia."
2009-0020,Academic Internet Use: Issues and Lessons in e-Research,ternet Use & Abuse,,,,Paper,Academic Internet Use: Issues and Lessons in e-Research,Internet Use & Abuse,"Since the 1995 inception of the Internet in South Korea, the Internet has become an important medium for information and communication among collegians due to its complete integration into everyday school lives. This study examines the scholarly use and role of advanced computer and communications technologies in general and the Internet in particular via an open-ended, qualitative survey among Korean university students. Through word frequency analysis and semantic mapping, this paper identifies the key issues in academic Internet use. In addition to information science methods, content analysis is used to investigate the attitudinal and behavior dimensions in scholarly Internet use. The results are expected to enable professors and policymakers to target populations who underutilize the educational potential of Internet technologies and to design e-learning programs for such students."
2009-0021,Academic vs. Professional Education: Epistmology and Journalism Educator's Academic Work,Journalism Studies Poster Session,,,,Paper,Academic vs. Professional Education: Epistmology and Journalism Educator's Academic Work,Journalism Studies Poster Session,"This study was designed to examine journalism and mass communication educators personal epistemology and its influence on their academic work as educators. A case study was conducted that examined nine journalism and mass communication faculty members from varying educational and background experiences. Three separate categories were used to classify the faculty members: academic, industry, and adjunct. The results identified unique epistemologies for the faculty groups. The faculty members in the academic group commonly illustrated epistemological assumptions grounded in contextual relativism, whereas faculty members from the industry and adjunct categories more often demonstrated epistemological assumptions rooted in dualism. The different epistemological assumptions influenced faculty members academic work. The implications for journalism and mass communication educations are discussed."
2009-0022,A Chinese Folk Theory of Social Influence: Cultivating Moral Values in High Schools in Contemporary China,"Moral Values, Social Status, Stigma, and Internet: Related Communication in Four Cultures",,,,Paper,A Chinese Folk Theory of Social Influence: Cultivating Moral Values in High Schools in Contemporary China,"Moral Values, Social Status, Stigma, and Internet: Related Communication in Four Cultures","Using data collected through ethnographic methods, this study investigates how the Confucian code of morality provides a framework of frameworks (Goffman, 1986) for understanding and interpreting the social world of contemporary high schools in China. Influenced by the code of morality, moral education or Yu Ren is believed to be the foundation and the reason for Jiao Shu (academic education). Emerging out of various culturally persuasive forms of communicationrituals, storytelling, and Tan Xin (heart talk) is a Chinese folk theory of social influenceGan Huathat foreground concrete actions as means of cultivating moral selves in students. In the Gan Hua model, persuasion is conceptualized as an ongoing and persistent process of moving or touching the inner world of students so that they will be motivated to change, driven by culturally facilitative emotions such as gratitude, guilt, and shame."
2009-0023,A Cognitive Processing Explanation of the Disrupt-Then-Reframe Compliance Gaining Technique,Keywords in Information Systems: Cognitive Resources (High Density),,,,Paper,A Cognitive Processing Explanation of the Disrupt-Then-Reframe Compliance Gaining Technique,Keywords in Information Systems: Cognitive Resources (High Density),"Davis & Knowless (1999) disrupt-then-reframe technique (DTR) of increasing compliance gaining success increases the likelihood compliance by using a confusing phrase (the disruption) and following it with a reason to comply with the request (the reframe). Two experiments were conducted to contrast a Spinozan model of processing (Gilbert, 1991) explanation of the techniques effectiveness with an action identification theory (Vallacher & Wegner, 1985) explanation. Study one used the DTR to collect money for charity (80 women, 80 men). The DTR failed to increase rates of compliance but it did increase the average donation in a pattern consistent with the Spinozan predictions. Study two asked Ss to fill out a 20-minute survey (85 women, 139 men). The DTR only increased compliance for only one of the three experimenters but the pattern of results for that experimenter was again consistent with the Spinozan processing predictions."
2009-0024,"A Communication Competence Approach to Examining Healthcare Worker Conflict, Social Support, Stress, Burnout, and Job Satisfaction.",Communication in Healthcare Organizations,,,,Paper,"A Communication Competence Approach to Examining Healthcare Worker Conflict, Social Support, Stress, Burnout, and Job Satisfaction.",Communication in Healthcare Organizations,"Drawing upon Kreps (1988) Relational Health Communication Competence Model (RHCCM) and research on communication competence, conflict styles, and organizational outcomes related to conflict/stress in an effort to assess healthcare worker job satisfaction/burnout, the researchers conducted a survey of N =175 healthcare workers from three Veterans Administration hospitals in the United States. The results (stemming from Structural Equation Modeling (SEM) analysis and a regression analysis) found support for Kreps (1988) RHCCM model as well as for several hypotheses related to communication competence, conflict style, and job satisfaction/burnout. The implications of the findings for Kreps (1998) model and organizational conflict theory are discussed along with limitations of the study and directions for future research."
2009-0025,A Comparative Study of the N-Generations Mobile Phone Use: Between the U.S. and Korean Society,Korean American Communication Association Research Panel,,,,Paper,A Comparative Study of the N-Generations Mobile Phone Use: Between the U.S. and Korean Society,Korean American Communication Association Research Panel,"In the midst of ongoing discussions about youth groups new media usage, this study examined the N-Generations mobile phone use in terms of basic patterns, motivation, and functional usage between the U.S. and Korean society. Both the U.S. and Korean N-Generation showed large dependence on their parents for cell phone bill payments and the patterns of mobile phone uses for social relationships were similar between the two groups. The two N-Generation groups used the mobile phone very frequently regardless of time and place, but their wireless internet usage through the mobile phone device was low. A principal component analysis of motivation resulted in five significant dimensions of mobile phone use: Mixed, Multimedia, Personal Integrative, Social/Mobility, and Instrumental/Social. The U.S. N-Generation showed stronger motives in Multimedia and Instrumental/Social dimensions of mobile phone use and the Korean group had stronger motivation in Social/Mobility factor; the Personal Integrative motive was overall very weak in both groups. The similar patterns of mobile phone use found between the two groups could be understood in terms of the N-Generations cohort effect; however, the unique socio-cultural background of each society seems to influence those young peoples different motivation of mobile phone use."
2009-0026,"A Comparison of Gender Role Portrayals in Magazine Advertisements From Germany, Poland, and the United States",Top Papers in Visual Communication Studies,,,,Paper,"A Comparison of Gender Role Portrayals in Magazine Advertisements From Germany, Poland, and the United States",Top Papers in Visual Communication Studies,"This study investigates the presence of different types of gender roles (working and nonworking, functional, and dominance) in 1861 advertisements coming from German, Polish and American magazines published in 2007. A primary contribution of the paper is the cross-cultural comparison and the inclusion of two European countries in which gender roles in magazine advertising have not been studied previously.

All sampled ads were content analyzed and comparisons between genders were carried out separately for each genre in every country by chi-square analysis.

Our main results suggest that women and men are shown in different roles in magazine advertising. In particular, women are by comparison to men heavily underrepresented in recreational and family roles in most of the magazines analyzed. The most common nonworking roles for both men and women are decorative and actors are mostly presented in a symbolic association with the product. As far as dominance is concerned, equality between the genders is the most frequently found relationship in ads from all magazine genres.

Finally, we have found a clear standardization of the portrayed gender roles across magazine genres in all studied countries and very few similarities across different genres within individual countries. This result suggests that each genre portrays a unique set of gender roles. Hence, the collapsing of genres as it has been common in previous research may have hidden some underlying differences in gender roles between genres."
2009-0027,A Critical Cultural Analysis of YouTube: Power and Control in a Web 2.0 Interface,"tudying Visual Aspects of the Web: Usability, Aesthetics, and Ideology",,,,Paper,A Critical Cultural Analysis of YouTube: Power and Control in a Web 2.0 Interface,"Studying Visual Aspects of the Web: Usability, Aesthetics, and Ideology","This article looks into YouTube as one of the most popular Social Software platforms, challenging the dominant discourse with its focus on community formation and user empowerment. On the basis of an analysis of the steering mechanisms embodied in the infrastructure as well as empirical observations of YouTubes content fluctuations during a period of time, insight is provided into the embedded cultural values and practices and into the nature of the ongoing negotiation of power and control between the YouTube controllers (owners, designers, editors) and the prosumers. This exploratory study is theoretically inspired by Michel de Certeaus ideas of utilization as a productive activity involving strategic and tactical behaviour. Methodologically the model for hybrid media analysis (Pauwels 2005) is taken as a point of departure for analysing various aspects of the websites platform (including structure, design, hyperlinks, imagery, topics and issues). This model is geared towards decoding the multimodal structure of websites and their social and cultural significance."
2009-0028,A Cross-Cultural Approach to Serial Arguing in Dating Relationships: The Case of Malagasy Romantic Partners,"Corporate Social Responsibility, Serial Argument, Discussion Network: Crosscultural Comparisons",,,,Paper,A Cross-Cultural Approach to Serial Arguing in Dating Relationships: The Case of Malagasy Romantic Partners,"Corporate Social Responsibility, Serial Argument, Discussion Network: Crosscultural Comparisons","The current study represents the first cross-cultural replication of research in serial arguing. Some 224 participants recruited from Madagascar, and among members of the Malagasy Diasporas in France, Québec and the US completed a survey concentrating on several aspects of their cultural orientations, the perceived frequency of conflictual episodes, and their communication behaviors during serial arguments. The findings highlight the importance of within-cultural variations in terms of conflict behaviors. An emphasis on the vertical aspect of individualism was a significant predictor of (more)dominating, aggressive styles while an emphasis on the horizontal aspect of individualism and collectivism of a compromising style. A particularly intriguing finding is that an emphasis on individualism or collectivism did not have as a great impact as expected on serial arguing. Instead, the findings reported in the study tend to suggest that looking at the vertical and horizontal aspects of individualism and collectivism would be more useful."
2009-0029,A Cross-Cultural Comparison of Corporate Social Responsibility Practices in America and China,"Corporate Social Responsibility, Serial Argument, Discussion Network: Crosscultural Comparisons",,,,Paper,A Cross-Cultural Comparison of Corporate Social Responsibility Practices in America and China,"Corporate Social Responsibility, Serial Argument, Discussion Network: Crosscultural Comparisons","This study examines the cross-cultural similarities and differences of Corporate Social Responsibility (CSR) practices between leading America companies and leading Chinese companies. It pays particular attention to the why, what, how and where of CSR practices and discovers how these companies manage and localize their efforts through the comparison of corporate websites. Utilizing corporate websites to perform a content analysis, 50 of the top American Fortune 500 businesses were analyzed. The results from the fifty American Fortune 500 companies were then compared to 23 top Chinese Fortune 50 companies. The codebook elements that were used to compare CSR practices between America and China revealed few similarities and many differences. Through analyzing corporate websites, the results of this study revealed that leading American companies are more advanced in recording and implementing CSR efforts than leading Chinese companies."
2009-0030,A Cross-Level Theory of Media Effects: How the Economy Conditions Political Learning,"The Interplay Between the Media, the Economy, and Regulation",,,,Paper,A Cross-Level Theory of Media Effects: How the Economy Conditions Political Learning,"The Interplay Between the Media, the Economy, and Regulation","This paper argues that political economy has been overlooked as an important contextual element capable of coordinating the process and consequences of political communication. A theoretical model connecting micro-individual outcomes to macro-social functioning is proposed to capture the dynamic ecology of citizens political learning. In particular, the economic environment is theorized to impact voters political information seeking and holding via a series of mechanisms. It is maintained that the study of political communication can benefit from considering macro political economy variables, which can bring more explanatory power to models of political communication effects, test the degree of rationality of the electorate in response to varied social settings, and build a political communication effects theory that addresses both micro- and macro- factors."
2009-0031,A Crowded Newsroom: Social Capital and Deliberative Decision-Making on Wikipedia,Listening for the Wisdom of Crowds: New Media and New Forms of Knowledge,,,,Paper,A Crowded Newsroom: Social Capital and Deliberative Decision-Making on Wikipedia,Listening for the Wisdom of Crowds: New Media and New Forms of Knowledge,"Wikipedia has garnered considerable attention for its ability not only to cover traditional encyclopedic topics, but as a forum for synthesizing emerging information and breaking news stories. Wikipedia features an ""In The News"" section highlighting encyclopedia articles about current events where each news item is nominated, deliberated, and promoted by editors to the homepage. This paper/talk examines the extent to which the outcomes from this participatory process approximate professional expertise about information importance and salience by examining the extent to which Wikipedia's coverage of daily news items compares to coverage by other news outlets. Additionally, the paper attempts to quantify participant's social capital by employing a social network analysis of archived discussions to analyze individual editor's preferences and editing activity. The dynamics of participatory consensus-formation and their impact on deliberative outcomes have important implications in computer-supported collaborative work as well as computer-mediated organizational communication for knowledge synthesis, contextualization, and dissemination."
2009-0032,Action Tendency Emotions Evoked by Memorable Breast Cancer Messages and their Association with Prevention and Detection Behaviors,Predictors and Consequences of Health-Related Disclosures,,,,Paper,Action Tendency Emotions Evoked by Memorable Breast Cancer Messages and their Association with Prevention and Detection Behaviors,Predictors and Consequences of Health-Related Disclosures,"Memorable messages about breast cancer sent by different sources, such as friends and family members, were analyzed for the action tendency emotions that they evoked. Negative emotions of fear, sadness, and anger, and positive emotions of hope and relief were analyzed for their associations with prevention and detection breast cancer behaviors. Messages that evoked fear were significantly more likely to be associated with detection behaviors while messages that evoked relief were significantly less likely to be associated with detection behaviors than messages that did not evoke these emotions. These results are consistent with control theory and show that friends and family are important sources of memorable messages about breast cancer."
2009-0033,"Action Theory, Theory of Planned Behavior, and Media Choice",Evolving Perspectives on Media Choice,,,,Paper,"Action Theory, Theory of Planned Behavior, and Media Choice",Evolving Perspectives on Media Choice,"Action theory regards people as decision-makers who follow intentions and voluntarily pursue their goals. Uses-and-gratifications, one of the most popular approaches towards media choice, shares many action-theoretical ideas, but has been criticized in the past to lack theoretical substance. An adaptation of the social-psychological Theory of Planned Behavior (TOPB) is suggested to improve the conceptual level of action-theoretical approaches towards media choice. The TOPB predicts voluntary media choice on the basis of peoples intentions, respectively their attitudes, norms, and capabilities. The TOPB promises to predict between 20% and 40% of the variance in individual media choice. The presentation reviews existing studies that linked the TOPB to media choice in the past, stresses major advantages of the conceptual model, but also critically discusses potential caveats  like the role of impulsive choices or automatic habitual media exposure.

Presenter:
Tilo Hartmann, Assistant Professor at the VU Free University Amsterdam. Interests include selective exposure and media choice, entertainment, new media phenomena (e.g., presence), parasocial interactions and relationships, and methodological issues."
2009-0034,Active Audience and Automatic Usage: A Test of Rival Hypotheses on Automaticity of Internet Use,ternet Use & Abuse,,,,Paper,Active Audience and Automatic Usage: A Test of Rival Hypotheses on Automaticity of Internet Use,Internet Use & Abuse,"Active audience is a prevailing view in media research, which implies rational (i.e., non-automatic) use of media. However, the relationship between active audience and automatic usage has been rarely examined in communication research. The study makes the first attempt to unravel the mechanism behind habitual/automatic Internet use and to answer a research question that is generalizable to the use of other media: will automatic use reduce or improve audience activeness? The research question is operationalized as a comparison of two competing sets of hypotheses on automaticity: replacement perspective and coexistence perspective. A test based on three annual surveys of Internet use in Hong Kong shows that the degree of activeness by Internet users does not go down as their Internet use becomes increasingly automatic, which supports the coexistence hypothesis. The findings can be interpreted by instance theory of automaticity (Logan, 1988)."
